route_no,total_demand,required_buses,bus_stops_covered
S47,1459,36,"VILLIVAKKAM, I.C.F,  ANNA NAGAR,  HOTEL ARUN,  NUNGAMBAKKAM R.S,  STERLING RD./METROLOG. DE,  VIDYODAYA,  PONDY BAZAAR,  T.NAGAR,  SAIDAPET,  CONCORDE,  ENG.COLLEGE,  ADAYAR B.S.,  ADAYAR DEPOT,  BESANT NAGAR, THIRUVANMIYUR"
S47A,966,24,"BESANT NAGAR, ADAYAR DEPOT,  ADAYAR B.S.,  ENG.COLLEGE,  CONCORDE,  SAIDAPET,  T.NAGAR,  PONDY BAZAAR,  VIDYODAYA,  STERLING ROAD,  TAYLORS ROAD,  KILPAUK GARDEN, I.C.F"
S47C,1466,36,"KOTTURPURAM, ENG.COLLEGE,  CONCORDE,  SAIDAPET,  T.NAGAR,  BHARATHI NAGAR(PERIYAR PA,  MAHALINGAPURAM,  NUNGAMBAKKAM R.S,  HOTEL ARUN,  ANNA NAGAR CIRCLE,  THIRUMANGALAM,  MOGAIPAIR ROAD JN., AMBATHUR ESTATE"
S511,1464,36,"C.M.B.T., M.M.D.A.COLONY RD.JN.,  JN OF III AND 1ST AVE,  JAFFARKHAN PET,  CIPET,  ST THOMAS MOUNT PO,  MENAMABAKKAM OLD AIRPORT,  THIRUSOOLAM NATIONAL AIRP,  PALLAVARAM,  CHROMPET,  T.B.SANATORIUM,  TAMBARAM,  TAMBARAM TOWN LIMIT,  PERUNGALATHUR (OLD),  MUDICHUR VILLAGE,  MANIVAKKAM,  KARASANGAL,  M.G.R.NAGAR, PADAPPAI"
S515,1463,36,"TAMBARAM, IRUMBULIYUR,  PERUNGULATHUR,  VANDALOOR,  VANDALOOR ZOO,  ANNA NAGAR,  KOLAPAKKAM,  VENGAMBAKKAM RD JN.,  KANDIGAI,  MAMBAKKAM,  CAMP,  PUDUPAKKAM,  SAMIYAR PANNAI,  KELAMBAKKAM,  CHENGAMMAL KOOT ROAD,  KOMAN NAGAR RD JN.,  KALAVAKKAM TEA STALL,  THIRUPPORUR,  THANDALAM VILLAGE,  KARUNGUDI PALLAM,  PANDITHAMEDU,  PAYYANOOR,  KOOTHAVAKKAM SCHOOL,  POONCHERY KOOT ROAD,  GOVERNMENT SCHOOL / HOSPI, MAMALLAPURAM"
S517,975,24,"PALLAVARAM, CHROMPET,  T.B.SANATORIUM,  TAMBARAM,  IRUMBULIYUR,  PERUNGULATHUR,  VANDALOOR,  VANDALOOR ZOO,  ANNA NAGAR,  KOLAPAKKAM,  VENGAMBAKKAM,  KANDIGAI,  MAMBAKKAM,  CAMP,  PUDUPAKKAM,  SAMIYAR PANNAI,  KELAMBAKKAM,  SALT OFFICE,  KOVALAM,  CHEMMANCHERI KUPPAM,  THIRUVEDANTHAI, VADANEMILI"
S517K,1467,36,"PALLAVARAM, PALLAVARAM NEW BRIDGE,  VELS UNIVERSITY,  D.J.MAT.SCHOOL,  ECHANKADU,  VELLAIKAL,  JN.OF.VLY-TBM RD&MVKM-K.K,  PALLAVAN NAGAR,  PERUMBAKKAM LIMIT,  SOZHINGANALLUR P.U.OFFICE,  KUMARAN NAGAR,  CHEMMAN CHERI,  NAVALUR,  CHURCH,  PALAVASTHIC CHEMICALS,  HINDUSTAL EGG. COLLEGE,  KELAMBAKKAM,  SALT OFFICE, KOVALAM"
S538,1462,36,"VADAPALANI B.S, VIRUGAMBAKKAM,  VALASARAVAKKAM,  PORUR,  AYYAPPAN THANGAL,  KUMUNANCHAVADI,  POONAMALLEE,  VARADARAJA PURAM,  THIRUMALISAI,  VELLAVEDU,  NEMAM,  PUTHUCHATHIRAM,  METTUKANDIGAI,  MURUKKANCHERI,  ARANVOYAL KUPPAM,  ARANVOYAL,  VENKATHUR,  MANAVALAN NAGAR,  OIL MILL,  THIRUVALLUR,  SATHIYAVEDU KOOT ROAD,  THIRUPATCHUR,  PRIYAN KUPPAM,  CHRISTIAN HOSPITAL, KADAMBATHUR"
S54,1465,36,"HIGH COURT, CENTRAL,  PERIYAR BRIDGE,  T.V.S,  D.M.S,  S.H.B,  SAIDAPET,  CONCORDE,  GUINDY R.S,  BUTT ROAD,  RAMAPURAM,  MOGALIVAKKAM,  PORUR,  AYYAPPAN THANGAL,  KUMUNANCHAVADI, POONAMALLEE"
S547,1463,36,"V. NAGAR, VYASARPADI,  SARMA NAGAR,  MOOLAKADAI,  MADHAVARAM,  CYCLE SHOP,  KAVANGARAI,  AAYURVEDA ASHRAMAM,  RED HILLS,  PADIYANALLUR,  SEMILIVARAM,  SHOLAVARAM,  KARANODAI,  PERIYAPALAYAM RD JN.,  PANJETTI,  THATCHUR KOOT ROAD,  NEW ROAD,  PUDUVOYAL,  PANAPAKKAM,  AGARAM,  ARANI,  KOSAVAMPETTAI,  ANJATHAMMAN KOIL, PERIYAPALAYAM"
S549,974,24,"THIRUVANMIYUR, ADAYAR DEPOT,  ADAYAR B.S.,  ENG.COLLEGE,  CONCORDE,  GUINDY R.S,  BUTT ROAD,  RAMAPURAM,  MOGALIVAKKAM,  PORUR,  AYYAPPAN THANGAL,  KUMUNANCHAVADI,  POONAMALLEE,  NAZARATHPET,  CHEMBARAMBAKKAM,  PAPPANCHATRAM,  CHETTIPEDU,  THANDALAM KOOT ROAD,  SIPCOT,  IRUNKATTUKOTTAI,  PENNALUR E.B.,  BEEMANTHANGAL,  SRIPERUMPUDUR,  TRAVELLERS BANGALOW,  VADAMANGALAM KOOT ROAD,  MAMBAKKAM,  THIRUMANGALAM, SUNGUVARCHATHIRAM"
S554B,1453,36,"EKKATTUTHANGAL, CIPET,  BUTT ROAD,  RAMAPURAM,  MOGALIVAKKAM,  PORUR,  AYYAPPAN THANGAL,  KUMUNANCHAVADI,  POONAMALLEE,  NAZARATHPET,  CHEMBARAMBAKKAM,  PAPPANCHATRAM,  CHETTIPEDU,  THANDALAM KOOT ROAD,  SIPCOT,  IRUNKATTUKOTTAI,  PENNALUR E.B.,  BEEMANTHANGAL,  SRIPERUMPUDUR,  TRAVELLERS BANGALOW,  VADAMANGALAM KOOT ROAD,  MAMBAKKAM,  THIRUMANGALAM, SUNGUVARCHATHIRAM"
S555,1465,36,"TAMBARAM, IRUMBULIYUR,  PERUNGULATHUR,  VANDALOOR,  VANDALOOR ZOO,  ANNA NAGAR,  KOLAPAKKAM,  VENGAMBAKKAM,  KANDIGAI,  MAMBAKKAM,  CAMP,  PUDUPAKKAM,  SAMIYAR PANNAI,  KELAMBAKKAM,  CHENGAMMAL KOOT ROAD,  KOMAN NAGAR RD JN.,  KALAVAKKAM TEA STALL, THIRUPPORUR"
S557,1475,36,"BROADWAY, PARRYS,  CLIVE BATTERY,  V. NAGAR,  VYASARPADI,  SARMA NAGAR,  MOOLAKADAI,  MADHAVARAM,  CYCLE SHOP,  KAVANGARAI,  AAYURVEDA ASHRAMAM,  RED HILLS,  PADIYANALLUR,  SEMILIVARAM,  SHOLAVARAM,  KARANODAI,  PERIYAPALAYAM RD JN.,  PANJETTI,  THATCHUR KOOT ROAD,  NEW ROAD,  PUDUVOYAL,  PERUVOYAL,  KAVARAPED,  VERKADU,  AYANALLUR, GUMMUDIPOONDI R.S."
S558,1457,36,"V. NAGAR, VYASARPADI,  SARMA NAGAR,  MOOLAKADAI,  MADHAVARAM,  CYCLE SHOP,  KAVANGARAI,  AAYURVEDA ASHRAMAM,  RED HILLS,  PADIYANALLUR,  SEMILIVARAM,  SHOLAVARAM,  KARANODAI,  PERIYAPALAYAM RD JN.,  PANJETTI,  THATCHUR KOOT ROAD,  ANDAKUPPAM,  MADHAVARAM,  KRISHNAPURAM, PONNERI"
S565A,1466,36,"AVADI, AVADI MOSQUE,  GOVARDANAGIRI,  MELPAKKAM,  SENNEERKUPPAM,  KARAYANCAHVADI,  POONAMALLEE,  NAZARATHPET,  CHEMBARAMBAKKAM,  PAPPANCHATRAM,  CHETTIPEDU,  THANDALAM KOOT ROAD,  SIPCOT,  IRUNKATTUKOTTAI,  PENNALUR E.B.,  BEEMANTHANGAL,  SRIPERUMPUDUR,  TRAVELLERS BANGALOW,  VADAMANGALAM KOOT ROAD,  MAMBAKKAM,  THIRUMANGALAM, SUNGUVARCHATHIRAM"
S566,1457,36,"KUNDRATHUR B.S, ANDAKUPPAM,  ANAKAPUTHUR,  PAMMAL,  PALLAVARAM,  CHROMPET,  T.B.SANATORIUM,  TAMBARAM,  IRUMBULIYUR,  PERUNGULATHUR,  VANDALOOR,  VANDALOOR ZOO,  ANNA NAGAR,  KOLAPAKKAM,  VENGAMBAKKAM RD JN.,  KANDIGAI,  MAMBAKKAM RDJN./VENKATAMA,  CAMP,  PUDUPAKKAM,  SAMIYAR PANNAI,  KELAMBAKKAM,  CHENGAMMAL KOOT ROAD,  KOMAN NAGAR RD JN.,  KALAVAKKAM TEA STALL, THIRUPPORUR"
S566A,1459,36,"TAMBARAM, T.B.SANATORIUM,  CHROMPET,  PALLAVARAM,  PAMMAL,  ANAKAPUTHUR,  ANDAKUPPAM,  KUNDRATHUR B.S,  KOLLAICHERI,  SIKKARAYAPURAM,  MANGADU,  KUMUNANCHAVADI,  POONAMALLEE,  VARADARAJA PURAM,  THIRUMALISAI,  VELLAVEDU,  NEMAM,  PUTHUCHATHIRAM,  METTUKANDIGAI,  MURUKKANCHERI,  ARANVOYAL KUPPAM,  ARANVOYAL,  VENKATHUR,  MANAVALAN NAGAR,  OIL MILL, THIRUVALLUR"
S566B,1472,36,"PATTUR, MANGADU KOOT ROAD,  SIKKARAVARAM,  KOLLAICHERI,  KUNDRATHUR B.S,  ANDAKUPPAM,  ANAKAPUTHUR,  PAMMAL,  PALLAVARAM,  CHROMPET,  T.B.SANATORIUM,  TAMBARAM,  IRUMBULIYUR,  PERUNGULATHUR,  VANDALOOR,  VANDALOOR ZOO,  ANNA NAGAR,  KOLAPAKKAM,  VENGAMBAKKAM,  KANDIGAI,  MAMBAKKAM,  CAMP,  PUDUPAKKAM,  SAMIYAR PANNAI,  KELAMBAKKAM,  SALT OFFICE, KOVALAM"
S579A,1473,36,"TAMBARAM, TAMBARAM TOWN LIMIT,  PERUNGALATHUR (OLD),  MUDICHUR VILLAGE,  MANIVAKKAM,  KARASANGAL,  M.G.R.NAGAR,  PADAPPAI,  SALAMANGALAM KOOT ROAD,  VANJIVANCHERY,  SARAPANCHERY,  PANAPAKKAMEDU,  VATTAMBAKKAM,  ORAGADAM KOOT ROAD,  EZHICHUR KOOT ROAD,  PANRUTTI,  KUNNAVAKKAM,  VARANAVASI,  THAZHAMBEDU,  THEVERIPAKKAM,  NATHATHANALLUR,  OOTHUKADU CROSS ROAD, WALLAJABATH"
S579V,985,24,"VELACHERY, A.V.CONSTRUCTION,  PONNIAMMAN KOIL RD. JN.,  MADIPAKKAM KOOT ROAD,  KILKATTALAI,  ECHANKADU,  D.J.MAT.SCHOOL,  VELS UNIVERSITY,  PALLAVARAM NEW BRIDGE,  CHROMPET,  T.B.SANATORIUM,  TAMBARAM,  TAMBARAM TOWN LIMIT,  PERUNGALATHUR (OLD),  MUDICHUR VILLAGE,  MANIVAKKAM,  KARASANGAL,  M.G.R.NAGAR, PADAPPAI"
S57F,1,1,"ZM71, , 5A"
S581,1471,36,"AVADI, KAVARAIPALAYAM,  PATTABIRAM,  NEMILICHERI,  THIRUNINDRAVOOR,  N.S.K NAGAR,  PAKKAM,  KESAVA CROSS ROAD,  KASANOOR,  TAMARAIPAKKAM,  POGALMEDU,  VENGAL,  ERNAKUPPMA,  VADAMADURAI,  VADAMADURAI KANDIGAI,  PERIYAPALAYAM RD JN.,  ANJATHAMMAN KOIL,  KOSAVAMPETTAI, ARANI"
S588,484,12,"ADAYAR B.S., ADAYAR DEPOT,  THIRUVANMIYUR,  KOTTIVAKKAM,  PALAVAKKAM,  NEELANKARAI,  VETTUVANKANNI,  CHOLA MANDAL,  INJAMBAKKAM,  PANAIYUR,  UTHANDI VILLAGE,  KANATHUR,  NATURE CARE HOSPITAL,  MUTTUKKADU,  MUTTUKKADU BOAT YARD,  KOVALAM,  CHEMMANCHERI KUPPAM,  THIRUVEDANTHAI,  VADANEMILI,  PERIYAL NEMBILI VILLAGE,  SULERIKADU,  KRISHNA KARANAI,  PATTIKULAM COLONY,  ILLANTHOPE,  SALAVANKUPPAM/DEVANORI,  SCULPTURE ARTS COLLEGE, MAMALLAPURAM"
S591,1,1,"ZM71, , 5A"
S591A,1455,36,"C.M.B.T., KOYAMBEDU SCHOOL,  NERKUNDRAM,  MADURAVOYAL,  VAANAGARAM,  VELAPPANCHAVADI,  KUMUNANCHAVADI,  POONAMALLEE,  NAZARATHPET,  CHEMBARAMBAKKAM,  PAPPANCHATRAM,  CHETTIPEDU,  THANDALAM KOOT ROAD,  TSR RAJALAKSHMI NAGAR,  VALARPURAM,  MANNUR VILLAGE,  SOWBAKKIYA NAGAR,  KATTU KOOT ROAD,  VAYALUR CROSS ROAD,  MUDHUKUR CROSS ROAD,  POOVALLI KUPPAM,  MEPPEDU,  MEPPEDU KOOT RD,  KONDANCHERY CHRISTHUVA SA,  KOOVAM, PERAMBAKKAM"
S596P,1456,36,"C.M.B.T., KOYAMBEDU SCHOOL,  NERKUNDRAM,  MADURAVOYAL,  VAANAGARAM,  VELAPPANCHAVADI,  KUMUNANCHAVADI,  POONAMALLEE,  NAZARATHPET,  CHEMBARAMBAKKAM,  PAPPANCHATRAM,  CHETTIPEDU,  THANDALAM KOOT ROAD,  TSR RAJALAKSHMI NAGAR,  VALARPURAM,  MANNUR,  KALSAR ENG.COLLEGE,  KRS PALLAVAN PHARM COLLEG,  VALASAI ELLUPAI RD JN,  PUDUVALLUR JN.,  KOPPUR SCHOOL,  SUNNAMBUKULAM,  ARANVOYAL KUPPAM,  ARANVOYAL,  VENKATHUR,  MANAVALAN NAGAR,  OIL MILL, THIRUVALLUR"
S597,1468,36,"T.NAGAR, SAIDAPET,  CONCORDE,  GUINDY R.S,  BUTT ROAD,  RAMAPURAM,  MOGALIVAKKAM,  PORUR,  AYYAPPAN THANGAL,  KUMUNANCHAVADI,  POONAMALLEE,  VARADARAJA PURAM,  THIRUMALISAI,  VELLAVEDU,  NEMAM,  PUTHUCHATHIRAM,  METTUKANDIGAI,  MURUKKANCHERI,  ARANVOYAL KUPPAM,  ARANVOYAL,  VENKATHUR,  MANAVALAN NAGAR,  OIL MILL, THIRUVALLUR"
S599,1465,36,"T.NAGAR, SAIDAPET,  ENG.COLLEGE,  ADAYAR B.S.,  ADAYAR DEPOT,  THIRUVANMIYUR,  KOTTIVAKKAM,  PALAVAKKAM,  NEELANKARAI,  VETTUVANKANNI,  CHOLA MANDAL,  INJAMBAKKAM,  PANAIYUR,  UTHANDI VILLAGE,  KANATHUR,  NATURE CARE HOSPITAL,  MUTTUKKADU,  MUTTUKKADU BOAT YARD,  KOVALAM,  CHEMMANCHERI KUPPAM,  THIRUVEDANTHAI,  VADANEMILI,  PERIYAL NEMBILI VILLAGE,  SULERIKADU,  KRISHNA KARANAI,  PATTIKULAM COLONY,  ILLANTHOPE,  SALAVANKUPPAM/DEVANORI,  SCULPTURE ARTS COLLEGE, MAMALLAPURAM"
S62,1465,36,"POONAMALLEE, KARAYANCAHVADI,  SENNEERKUPPAM,  MELPAKKAM,  GOVARDANAGIRI,  AVADI MOSQUE,  AVADI CIRCLE,  POLYTECHNIC,  THIRUMULLAIVOAYL,  AMB OT,  PUDUR,  KALLIKUPPAM,  SURAPEDU,  SCREW FACTORY,  KAVANGARAI,  AAYURVEDA ASHRAMAM, RED HILLS"
SA11,1471,36,"CENTRAL, P.OR & SONS,  WESLEY H.S,  Y.M.I.A,  MANDAVELI,  A.M.S.HOSPITAL,  ADAYAR O.T.,  ADAYAR DEPOT, THIRUVANMIYUR"
SA18,1463,36,"HIGH COURT, CENTRAL,  PERIYAR BRIDGE,  T.V.S,  D.M.S,  S.H.B,  SAIDAPET,  CONCORDE,  GUINDY R.S,  ST THOMAS MOUNT PO,  MENAMABAKKAM OLD AIRPORT,  THIRUSOOLAM NATIONAL AIRP,  PALLAVARAM,  CHROMPET,  T.B.SANATORIUM,  TAMBARAM,  IRUMBULIYUR,  PERUNGULATHUR,  VANDALOOR, VANDALOOR ZOO"
SA47,983,24,"THIRUVANMIYUR, ADAYAR DEPOT,  ADAYAR B.S.,  ENG.COLLEGE,  CONCORDE,  SAIDAPET,  T.NAGAR,  VIVEK & CO (KRISHNAN KOIL,  VIDYODAYA,  PUSHPA NAGAR,  NUNGAMBAKKAM R.S,  HOTEL ARUN,  ANNA NAGAR CIRCLE,  THIRUMANGALAM,  LUCAS TVS,  AMBATHUR ESTATE,  DUNLOP,  AMB OT,  THIRUMULLAIVOAYL,  POLYTECHNIC, AVADI"
SA51,1468,36,"HIGH COURT, CENTRAL,  PERIYAR BRIDGE,  T.V.S,  D.M.S,  S.H.B,  SAIDAPET,  CONCORDE,  GUINDY RACE COURCE OFFICE,  GURUNANAK COLLEGE,  VIJAYA NAGAR,  MADIPAKKAM RD. JN.,  NARAYANAPURAM,  MEDAVAKKAM COLONY,  JN.OF.VLY-TBM RD&MVKM-K.K,  S.I.V.E.T,  MAHALAKSHMI NAGAR,  CONVENT, TAMBARAM EAST"
SC71ET,1456,36,"GUINDY TVK ESTATE, CIPET,  JAFFARKHAN PET,  JN OF III AND 1ST AVE,  M.M.D.A.COLONY RD.JN.,  KOYAMBEDU SCHOOL,  THIRUMANGALAM,  WEELS INDIA RD.JN.,  WATER PIPE THANTHANKUPPAM,  MALLIGAI NAGAR AVE,  VINAYAGAPURAM,  KATHIRVEDU,  KAVANGARAI,  AAYURVEDA ASHRAMAM,  RED HILLS, PADIYANALLUR"
SD18,1465,36,"HIGH COURT, CENTRAL,  P.OR & SONS,  T.V.S,  D.M.S,  HOUSING BOARD,  SAIDAPET,  CONCORDE,  GUINDY R.S,  ST THOMAS MOUNT,  MENAMABAKKAM OLD AIRPORT,  THIRUSOOLAM NATIONAL AIRP,  PALLAVARAM,  CHROMPET,  T.B.SANATORIUM,  TAMBARAM,  IRUMBULIYUR, PERUNGULATHUR"
SD71,1455,36,"AMBATHUR ESTATE, MOGAIPAIR ROAD JN.,  THIRUMANGALAM,  KOYAMBEDU SCHOOL,  M.M.D.A.COLONY RD.JN.,  JN OF III AND 1ST AVE,  JAFFARKHAN PET,  CIPET,  GUINDY TVK ESTATE,  CONCORDE,  JN.OF RACE COURSE RD,  GURUNANAK COLLEGE, VELACHERY"
X515,975,24,"RED HILLS, RED HILLS,  PAMMADU KULAM RD.JN.,  JN.OF RACE COURSE RD,  ALAMADHI OLD,  DRY CATTLLE FORM,  ALAMADHI,  AMBEDKAR NAGAR,  POOCHIATHIBEDU,  GURUVOYAL KARANIBATTAI,  MAGARAL KANDIGAI,  TAMARAIPAKKAM,  ADI DRAVIDAR HOSTEL,  VALLIYUR SCHOOL,  VADHATTUR JN.,  VISHNUVAKKAM,  KIZHANOOR,  MOOLAKARAI,  NAZARATH,  EKKADU KANDIGAI,  EKKADU CSI HOSPITAL,  EKKADU WATER TANK(TEACHER, THIRUVALLUR"
SM15,481,12,"ADAYAR B.S., ADAYAR DEPOT,  LATTICE BRIDGE RD. JN.,  KANDANCHAVADI,  THORAPPAKKAM TEA SHOP,  MOOTAKARAN CHAVADI,  KARAPAKKAM,  SOZHINGANALLUR P.U.OFFICE,  KUMARAN NAGAR,  CHEMMAN CHERI,  NAVALUR,  CHURCH,  PALAVASTHIC CHEMICALS,  HINDUSTAL EGG. COLLEGE, KELAMBAKKAM"
SM17,1471,36,"T.NAGAR, SAIDAPET,  CONCORDE,  GUINDY RACE COURCE OFFICE,  GURUNANAK COLLEGE,  VIJAYA NAGAR,  I.R.T. RD.JN.,  SRP TOOLS, THIRUVANMIYUR"
SM11,1482,37,"SAIDAPET, CONCORDE,  GUINDY RACE COURCE OFFICE,  SECRETARIAT COLONY,  ST THOMAS MOUNT R.S,  VANUVAMBEDU,  MADIPAKKAM RD. JN.,  KILKATTALAI,  VELLAIKAL,  JN.OF.VLY-TBM RD&MVKM-K.K,  S.I.V.E.T,  MAHALAKSHMI NAGAR,  CONVENT, TAMBARAM EAST"
SM14,1464,36,"N.G.O.COLONY, ST THOMAS MOUNT R.S,  VANUVAMBEDU,  MADIPAKKAM RD. JN.,  KILKATTALAI,  VELLAIKAL, MEDAVAKKAM JN."
SM47D,491,12,"THIRUVANMIYUR, ADAYAR DEPOT,  ADAYAR B.S.,  ENG.COLLEGE,  CONCORDE,  SAIDAPET,  T.NAGAR,  VIVEK & CO (KRISHNAN KOIL,  VIDYODAYA,  STERLING ROAD,  NUNGAMBAKKAM R.S,  HOTEL ARUN,  ANNA NAGAR CIRCLE,  THIRUMANGALAM,  LUCAS TVS,  AMBATHUR ESTATE,  DUNLOP, AMB OT"
SM49,491,12,"THIRUVANMIYUR, ADAYAR DEPOT,  ADAYAR B.S.,  ENG.COLLEGE,  CONCORDE,  GUINDY R.S,  BUTT ROAD,  RAMAPURAM,  MOGALIVAKKAM RD. JN.,  PORUR,  RAMACHANDRA MEDL.COLLEGE, AYYAPPAN THANGAL"
SM57,1474,36,"BROADWAY, PARRYS,  CLIVE BATTERY,  V. NAGAR,  VYASARPADI,  SARMA NAGAR,  MOOLAKADAI,  MADHAVARAM,  CYCLE SHOP,  POZHAL,  KAVANGARAI,  AAYURVEDA ASHRAMAM, RED HILLS"
SM71,1462,36,"C.M.B.T., M.M.D.A.COLONY RD.JN.,  JN OF III AND 1ST AVE,  JAFFARKHAN PET,  CIPET,  GUINDY R.S,  CONCORDE,  JN.OF RACE COURSE RD,  GURUNANAK COLLEGE,  VIJAYA NAGAR,  I.R.T. RD.JN.,  SRP TOOLS, THIRUVANMIYUR"
SP56D,1476,36,"BROADWAY, PARRYS,  CLIVE BATTERY,  ROYAPURAM P.S,  TONDAIAYRPET,  THANGAL,  ELLAIAMMAN KOIL,  T.V.T RLY GATE,  MANALI RD JN., MANALI"
SP66,1474,36,"VANDALOOR ZOO, VANDALOOR,  PERUNGULATHUR,  IRUMBULIYUR,  TAMBARAM,  T.B.SANATORIUM,  CHROMPET,  PALLAVARAM,  PAMMAL,  ANAKAPUTHUR,  ANDAKUPPAM,  KUNDRATHUR B.S,  KOLLAICHERI,  SIKKARAVARAM,  MANGADU,  KUMUNANCHAVADI, POONAMALLEE"
ST11,1462,36,"ROYAPURAM, ROYAPURAM P.S,  CLIVE BATTERY,  PARRYS,  CENTRAL,  P.OR & SONS,  WESLEY H.S,  Y.M.I.A,  MANDAVELI,  A.M.S.HOSPITAL,  ADAYAR B.S.,  ADAYAR DEPOT, THIRUVANMIYUR"
ST151,1471,36,"TAMBARAM EAST, CONVENT,  MAHALAKSHMI NAGAR,  S.I.V.E.T,  JN.OF.VLY-TBM RD&MVKM-K.K,  PALLAVAN NAGAR,  PERUMBAKKAM LIMIT,  SOZHINGANALLUR P.U.OFFICE,  KUMARAN NAGAR,  CHEMMAN CHERI,  NAVALUR,  CHURCH,  PALAVASTHIC CHEMICALS,  HINDUSTAL EGG. COLLEGE,  KELAMBAKKAM,  SALT OFFICE, KOVALAM"
X11A,1453,36,"THIRUVETRIYUR B.S, THIRUVOTRIYUR TEMPLE,  THANGAL,  ANNA NAGAR,  ROYAPURAM P.S,  CLIVE BATTERY,  PARRYS,  T.N.C.F,  P.OR & SONS,  WESLEY H.S,  Y.M.I.A,  MANDAVELI,  A.M.S.HOSPITAL,  ADAYAR O.T.,  ADAYAR DEPOT, THIRUVANMIYUR"
X11B,1454,36,"THIRUVETRIYUR B.S, THIRUVOTRIYUR TEMPLE,  THANGAL,  ANNA NAGAR,  ROYAPURAM P.S,  CLIVE BATTERY,  PARRYS,  CENTRAL,  P.OR & SONS,  T.V.S,  D.M.S,  S.H.B,  SAIDAPET,  CONCORDE,  GUINDY R.S,  ST THOMAS MOUNT PO,  MENAMABAKKAM OLD AIRPORT,  THIRUSOOLAM NATIONAL AIRP,  PALLAVARAM,  CHROMPET,  T.B.SANATORIUM, TAMBARAM"
X11C,1466,36,"ENNORE, ASHOK LAYLAND,  ERNAVOOR GATE,  THIRUVETRIYUR B.S,  THRUVOTRIYUR TEMPLE,  THANGAL,  ANNA NAGAR,  ROYAPURAM P.S,  CLIVE BATTERY,  PARRYS,  CENTRAL,  P.OR & SONS,  WESLEY H.S,  Y.M.I.A,  DEVANATHAN ST / MANDAVELI,  A.M.S.HOSPITAL,  ADAYAR O.T.,  ADAYAR DEPOT, THIRUVANMIYUR"
X11D,1466,36,"ENNORE, THAZHANKUPPAM,  KOTHARI,  ASHOK LEYLAND MARK.DIV.,  I.C.I.,  CORBORUNDUM UNIVERSAL,  BUILDERS INDUSTRY,  BURMAH SHELL PETROL BUNK,  ANNA NAGAR,  ROYAPURAM P.S,  CLIVE BATTERY,  PARRYS,  CENTRAL,  P.OR & SONS,  WESLEY H.S,  Y.M.I.A,  DEVANATHAN ST / MANDAVELI,  A.M.S.HOSPITAL,  ADAYAR O.T.,  ADAYAR DEPOT, THIRUVANMIYUR"
X16E,1472,36,"TOLLGATE, ANNA NAGAR,  ROYAPURAM P.S,  CLIVE BATTERY,  PARRYS,  SECRETARIAT,  CHEPAUK,  Q.M.C,  FORE SHORE ESTATE,  A.M.S.HOSPITAL,  ADAYAR O.T.,  ADAYAR DEPOT, THIRUVANMIYUR"
X17M,984,24,"BROADWAY, CENTRAL,  DOVETON,  KELLEYS,  KILPAUK GARDEN,  ANNA NAGAR CIRCLE,  THIRUMANGALAM,  GOLDEN FLAT, MOGAPAIR WEST"
X111,1461,36,"THIRUVETRIYUR B.S, THRUVOTRIYUR TEMPLE,  THANGAL,  ANNA NAGAR,  ROYAPURAM P.S,  CLIVE BATTERY,  PARRYS,  CENTRAL,  DASAPRAKASH,  TAYLORS ROAD,  AMINIJIKARAI,  NADUVANKARAI,  ARUMBAKKAM,  NERKUNDRAM,  MADURAVOYAL,  VAANAGARAM,  VELAPPANCHAVADI,  KUMUNANCHAVADI, POONAMALLEE"
X134,1467,36,"PATTABIRAM, KAVARAIPALAYAM,  AVADI,  POLYTECHNIC,  THIRUMULLAIVOAYL,  AMB OT,  DUNLOP,  AMBATHUR ESTATE,  MOGAIPAIR ROAD JN.,  THIRUMANGALAM,  ANNA NAGAR CIRCLE,  KILPAUK GARDEN,  KELLEYS,  CHOOLAI P.O,  REGAL,  V. NAGAR,  THEAGARAYA COLLEGE,  TONDAIAYRPET,  THANGAL,  THIRUVOTRIYUR TEMPLE, THIRUVETRIYUR B.S"
X138A,1466,36,"PERIYAR NAGAR, AGARAM,  T.V.K.NAGAR,  MOOLAKADAI,  SARMA NAGAR,  VYASARPADI,  V. NAGAR,  THEAGARAYA COLLEGE,  TONDAIAYRPET,  THANGAL,  THIRUVOTRIYUR TEMPLE, THIRUVETRIYUR B.S"
X147C,981,24,"AMB OT, DUNLOP,  AMBATHUR ESTATE,  MOGAIPAIR ROAD JN.,  THIRUMANGALAM,  ANNA NAGAR CIRCLE,  HOTEL ARUN,  NUNGAMBAKKAM R.S,  STERLING ROAD,  UTHAMAR GANDHISALAI (CORP,  VIDYODAYA,  PONDY BAZAAR, T.NAGAR"
X151,1461,36,"HIGH COURT, SECRETARIAT,  CHEPAUK,  Q.M.C,  FORE SHORE ESTATE,  A.M.S.HOSPITAL,  ADAYAR B.S.,  ENG.COLLEGE,  CONCORDE,  JN.OF RACE COURSE RD,  GURUNANAK COLLEGE,  VIJAYA NAGAR,  MADIPAKKAM RD. JN.,  NARAYANAPURAM,  MEDAVAKKAM COLONY,  MEDAVAKKAM JN.,  S.I.V.E.T,  MAHALAKSHMI NAGAR,  SRINIVASA NAGAR,  MADAMBAKKAM KOIL,  NOOTHANCHERI, VENGAIVASAL P.H.CENTRE"
